session,dialog_id,utterance_id,text,emotion
Session2,Ses02F_script03_1,Ses02F_script03_1_M020,"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.",happiness
Session2,Ses02F_script03_1,Ses02F_script03_1_M021,So is everyone else in the long run.,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M022,"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.",happiness
Session2,Ses02F_script03_1,Ses02F_script03_1_M023,"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",happiness
Session2,Ses02F_script03_1,Ses02F_script03_1_M024,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M025,You remember that awful scene we had in Venice?,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M026,The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M028,How long did that row last?,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M029,The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M031,I didn't hit you very hard.,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M032,"Oh, I'll never forget his face.",happiness
Session2,Ses02F_script03_1,Ses02F_script03_1_M033,We were very much younger then.,neutral
Session2,Ses02F_script03_1,Ses02F_script03_1_M034,"As a matter of fact, the real cause of that row was Peter Burden.",neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_F004,Did you talk to him?,sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_F005,He cried hard?,sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_F006,What was he doing out here at that hour?,sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_F011,What do you want to do argue with him?,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F012,You can't say that to him.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F013,Can you prove it?  How can you prove it?,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F014,"To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F017,"I've got an idea, but what's the story?",sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_F018,"Well, that's only your business, Chris.",neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_F019,What do you want me to do?  You're old enough to know your own mind.,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_F021,I'm just saying that--,neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_F023,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F024,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F025,You're a considerate fellow.  There's nothing wrong with that.,neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_F026,[BREATHING] Have you asked Annie yet?,neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_F027,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_F028,"Trouble is, you don't see enough women.",sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_F029,You never did.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F030,I just don't see why it has to be Annie.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F031,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F032,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F033,"I mean, what's gonna happen to your father?  Do you know?  I don't.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F034,I just--give it some more thought.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F036,Are you crazy?,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_F037,What about the business?  What the hell is this?,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_F038,Must you be inspired?,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_F040,"Well, you don't want to think like that.",anger
Session2,Ses02F_script01_1,Ses02F_script01_1_F042,"All right.  Just-- just don't go thinkin' that way, you hear me?",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F043,"I don't understand you, do I?",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_F044,I can see that.,sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_M011,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M012,We've got to say it to him.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M013,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M015,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M017,I'm gonna ask her to marry me.,neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_M018,You know it's not only my business.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M019,So it's all right then?,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M020,I'll go ahead with it?,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M021,"Well, then it isn't just my business--",anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M023,She's not Larry's girl.,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M024,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M025,To hell with that.,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M027,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",sadness
Session2,Ses02F_script01_1,Ses02F_script01_1_M029,Because it is.,neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_M031,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M032,"All right.  All right, then, Mom.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M033,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M036,I've been a good son too long.  A good sucker.  I'm through with it.,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M037,The business?  The business doesn't inspire me.,anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M038,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",anger
Session2,Ses02F_script01_1,Ses02F_script01_1_M040,"Yes, on this I would.",neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_M042,"I know.  I know, Mom.  Just help me stay here.",frustration
Session2,Ses02F_script01_1,Ses02F_script01_1_M043,I am thinkin' that way.,neutral
Session2,Ses02F_script01_1,Ses02F_script01_1_M044,"No, you don't.  I'm a pretty tough guy.",neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F000,Fine.,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F001,What flashlight?,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F002,That's not your flashlight.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F003,It's ours; it's mine too.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F004,But you kept saying my flashlight as if somehow it's just yours. I mean how is it supposed to make me feel?,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F005,Yea.,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F006,I'm cold.,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F007,It's after eleven. Let's just go home.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F008,There is no point in coming down here.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F009,That's my point.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F010,So let's go.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F011,Not particularly.,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F012,"I don't, it's just stupid.",frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F013,"Pass up what? These little fish swim onto the beach flop around and swim away, and then they die.",frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F014,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F015,Augie,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F016,I'm just not.,sadness
Session2,Ses02M_script02_1,Ses02M_script02_1_F017,Yes.,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F018,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",anger
Session2,Ses02M_script02_1,Ses02M_script02_1_F019,We didn't see them the first time either.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_F020,That's the wind.,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F021,About what?,neutral
Session2,Ses02M_script02_1,Ses02M_script02_1_F022,It's ridiculous.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M000,What time is it? They're supposed to run around midnight.,happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M001,"God, this great, isn't it? Like look at the night we go here, it couldn't be better.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M003,How you doing?,happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M004,"Is that -- is that, no? Was that just foam? I can't even tell.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M005,"Although, I guess you can't tell it probably isn't them. Probably be unmistakable don't you think?",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M006,How you doing? You know what I forgot? I forgot to bring my flashlight. How - how could I forget to bring my flashlight? How could I be so stupid?,happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M007,"You know the flashlight, the silver one, there is only one, isn't there?",frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M008,Who's is it?,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M013,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M014,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M015,"oh man. Like a kid, it's amazing I got out of the house with my fly zipped.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M016,You think they can hear us talk or feel the vibrations in the sand when we move around?,happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M018,"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M023,"Honey, this is a natural phenomenon. I mean it only happens once a year.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M024,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M025,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M026,"This is a big night for these guys, life's last orgy.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M027,Yes they do.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M028,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M029,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M032,"And then last year I remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house, and you didn't even notice until we got in the car.",frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M034,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,frustration
Session2,Ses02M_script02_1,Ses02M_script02_1_M035,"There is that, oh no that's just seaweed, isn't it?",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M036,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M037,"Out there somewhere there is this huge mass of silver fish headed this way,",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M038,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M039,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M040,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M041,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",happiness
Session2,Ses02M_script02_1,Ses02M_script02_1_M042,Look at me; I'm giving myself goose bumps all my hairs are popping up.,happiness
Session2,Ses02F_script03_2,Ses02F_script03_2_F007,"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_F011,Just seems so silly to go on and on and on with such a thing.,neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_F012,"Well, it's become a habit with you.",neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_F013,Don't be so stupid.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F014,What?,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F016,"A woman's job is to allure the man.  Watch me a minute, will you?",happiness
Session2,Ses02F_script03_2,Ses02F_script03_2_F017,"No, it isn't.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F018,"Oh, be quiet.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F019,Doesn't seem to have worked such wonders with you.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F020,"Adders don't snap, they sting.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F022,"I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F024,Mind your own business.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F025,You're quite insufferable,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F026,I expect it's because you're drunk.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F028,"On the contrary, a child of two could get violently drunk on only one glass of brandy.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F029,Shut up.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F030,"Not very funny, dear.  You'd better have some more brandy.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F031,Why?,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F032,There aren't any people upstairs.  It's a photographer's studio.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_F034,"Turn it on again, please.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F035,"Very well, if you insist on being boorish and idiotic.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F036,You are far too temperamental.  Try to control yourself.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F037,Stop it.  Go away.  I hate you.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F038,"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F039,"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F040,This is the end.  Finally and forever.  Do you hear me?  The end.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F041,"Oh Yes, I am.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F042,I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_F043,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_M001,I knew nothing of the sort.  You took presents from him.,neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_M006,What of it?,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M007,"Well, what about me?",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M009,"Me, too.  Bored stiff.  You want some brandy?",neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_M011,No particular reason.  Anyhow they were very small ones.,neutral
Session2,Ses02F_script03_2,Ses02F_script03_2_M012,You can hardly call three liquor glasses in a whole evening going on and on and on.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M013,"You needn't be so grand, just because you don't happen to want any yourself at the moment.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M015,Nothing.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M019,"Yes, it is.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M021,"Snap, snap, snap, like a little adder.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M022,Nonsense.  They have a little bag of venom behind their fangs and they snap.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M023,They snap.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M027,I'm not in the least drunk.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M028,"As I mentioned before, I have had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M029,"Oh, very interesting.  How about a child of four?  A child of six?  Or a child of nine?",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M030,"We could get a good debate going about this, don't you think?  Intemperate tots.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M033,Because it's late and it'll annoy the people upstairs.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M034,There are people downstairs I suppose?,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M035,This is no time of the year for Tunis.,frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M036,I'll do no such thing.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M037,Turn it off.  It's driving me mad.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M038,Turn it off.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M039,"Amanda, listen. listen",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M040,"Very amusing, indeed.",frustration
Session2,Ses02F_script03_2,Ses02F_script03_2_M041,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M042,You're not going like this.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M043,You're not.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M044,Shut up. Shut up.,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M045,I wouldn't-- I wouldn't marry--,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M046,I wouldn't marry you if you came in crawling on your knees,anger
Session2,Ses02F_script03_2,Ses02F_script03_2_M047,You're a evil vampire and I hope to God I never see you again as long as I live.,anger
Session2,Ses02F_impro03,Ses02F_impro03_F000,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F001,"Well, guess.  Guess, guess, guess, guess.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F004,I'm so excited.,happiness
Session2,Ses02F_impro03,Ses02F_impro03_F009,"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F011,'Cause- 'Cause he was with me. You didn't do it did you?,happiness
Session2,Ses02F_impro03,Ses02F_impro03_F012,You didn't know anything?,happiness
Session2,Ses02F_impro03,Ses02F_impro03_F013,"I was just--it was so like I thought this might happen eventually, but like not yet, you know what I mean?  Like--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F014,"It is good.  It's totally good.  I mean, it like oh, you know.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F015,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out,happiness
Session2,Ses02F_impro03,Ses02F_impro03_F016,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F017,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F018,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F019,"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F021,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F023,Thank you. Thank you so much.,happiness
Session2,Ses02F_impro03,Ses02F_impro03_F024,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F026,"Yeah, it's pretty good.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F027,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F028,"It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_F029,She'll be like--flowers and the--,happiness
Session2,Ses02F_impro03,Ses02F_impro03_F030,"Oh, thank you. [LAUGHTER]",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M001,"Um, you--",neutral
Session2,Ses02F_impro03,Ses02F_impro03_M004,That is great.  You look radiant.  I should've guess.,happiness
Session2,Ses02F_impro03,Ses02F_impro03_M005,"Well, Tell me about him.  What happened.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M009,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M010,No. I'm just as happy as you are.  This is--,happiness
Session2,Ses02F_impro03,Ses02F_impro03_M011,"So, I mean--it's good though.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M012,"Yeah, I know.  Wow.  I'm shaking.  I can't even--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M013,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",neutral
Session2,Ses02F_impro03,Ses02F_impro03_M014,That's great.  Yeah.,neutral
Session2,Ses02F_impro03,Ses02F_impro03_M015,Okay. You know--you know where?  Or--,neutral
Session2,Ses02F_impro03,Ses02F_impro03_M016,"Uh, huh. I mean, you know, it's spring--It'll be--",neutral
Session2,Ses02F_impro03,Ses02F_impro03_M017,Spring's nice though.,neutral
Session2,Ses02F_impro03,Ses02F_impro03_M018,"Yeah, that is--how long you guys been together now?",neutral
Session2,Ses02F_impro03,Ses02F_impro03_M019,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],happiness
Session2,Ses02F_impro03,Ses02F_impro03_M020,"Yeah, I'd love to be in that same situation some day, but, wow- so-",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M022,"Oh, I approve. I-[LAUGHTER]-I more than approve.",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M024,"Well--can--I mean, let me know--I want- I want invitations and--",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M025,"Oh, yes.  This is the whole [GARBAGE]",happiness
Session2,Ses02F_impro03,Ses02F_impro03_M026,"It'll be good.  Wow, that's great.",happiness
Session2,Ses02F_impro02,Ses02F_impro02_F000,It's almost time for me to go.,sadness
Session2,Ses02F_impro02,Ses02F_impro02_F001,"There's nothing I can do.  I mean, the government you know--",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F002,"You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can.",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F003,I don't think so.,sadness
Session2,Ses02F_impro02,Ses02F_impro02_F004,"Well, we can do the best we can and-and, with um, you know like wireless internet these days--I think that we could-- Talk every once in awhile.",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F005,You could send me pictures.,sadness
Session2,Ses02F_impro02,Ses02F_impro02_F006,"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F007,"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay.",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F008,"I know, but, she needs to be safe more.  She needs to be around kids her age--own age.  She needs to be able to play on the streets and--",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F009,You can just remember it for me.,sadness
Session2,Ses02F_impro02,Ses02F_impro02_F010,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F011,"I mean, it's just as hard for me, but--I know that we can do it, you know",sadness
Session2,Ses02F_impro02,Ses02F_impro02_F012,I don't want you in danger.  And I don't want her in danger.,sadness
Session2,Ses02F_impro02,Ses02F_impro02_F013,I have no choice. There's nothing I can do.,sadness
Session2,Ses02F_impro02,Ses02F_impro02_M001,What--what're we gonna do here?  I can't--I can't do this by myself.  I--,frustration
Session2,Ses02F_impro02,Ses02F_impro02_M002,"But, I'm--I'm nothing--I'm nothing without you here.  Maybe we can--we can get out of this somehow.",frustration
Session2,Ses02F_impro02,Ses02F_impro02_M003,"Well, come on.  You've gotta think of something.  A year--a year away, it's gonna tear us apart.  I don't even--I don't even wanna think about it.  I mean, I don't even know if I'll be able to get in touch with you or--",frustration
Session2,Ses02F_impro02,Ses02F_impro02_M005,"What if--maybe--what if, uh, we went somewhere over there?  I don't--I don't know--I--I need to figure something out for this because--",frustration
Session2,Ses02F_impro02,Ses02F_impro02_M006,This is gonna be a--a crucial yet--she's--she's growing up.  She's gonna need you.,frustration
Session2,Ses02F_impro02,Ses02F_impro02_M007,But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--,sadness
Session2,Ses02F_impro02,Ses02F_impro02_M008,I don't know--I don't know--I don't know how--I don't know how this could even be possible for you--I--if I was--,frustration
Session2,Ses02F_impro02,Ses02F_impro02_M009,"I mean, you just get to--go off and do your thing.  I mean, yeah, we're both--I don't know--it's bad for both of us, but--",frustration
Session2,Ses02F_impro02,Ses02F_impro02_M010,...it would be so much better if we can--if we could stay together somehow.  You know--we could--we could do this together.,frustration
